filename,filepath,fold,target,src_file,take,zero_crossing_rate,zero_crossings,spectrogram,mel_spectrogram,harmonics,perceptual_shock_wave,spectral_centroids,spectral_centroids_delta,spectral_centroids_accelerate,chroma1,chroma2,chroma3,chroma4,chroma5,chroma6,chroma7,chroma8,chroma9,chroma10,chroma11,chroma12,tempo_bpm,spectral_rolloff,spectral_flux,spectral_bandwidth_2,spectral_bandwidth_3,spectral_bandwidth_4,mfcc0,mfcc_delta_0,mfcc_accelerate_0,mfcc1,mfcc_delta_1,mfcc_accelerate_1,mfcc2,mfcc_delta_2,mfcc_accelerate_2,mfcc3,mfcc_delta_3,mfcc_accelerate_3,mfcc4,mfcc_delta_4,mfcc_accelerate_4,mfcc5,mfcc_delta_5,mfcc_accelerate_5,mfcc6,mfcc_delta_6,mfcc_accelerate_6,mfcc7,mfcc_delta_7,mfcc_accelerate_7,mfcc8,mfcc_delta_8,mfcc_accelerate_8,mfcc9,mfcc_delta_9,mfcc_accelerate_9,mfcc10,mfcc_delta_10,mfcc_accelerate_10,mfcc11,mfcc_delta_11,mfcc_accelerate_11,mfcc12,mfcc_delta_12,mfcc_accelerate_12,mfcc13,mfcc_delta_13,mfcc_accelerate_13,mfcc14,mfcc_delta_14,mfcc_accelerate_14,mfcc15,mfcc_delta_15,mfcc_accelerate_15,mfcc16,mfcc_delta_16,mfcc_accelerate_16,mfcc17,mfcc_delta_17,mfcc_accelerate_17,mfcc18,mfcc_delta_18,mfcc_accelerate_18,mfcc19,mfcc_delta_19,mfcc_accelerate_19
1-16746-A-15,/home/tarcidio/analysis-ESC50/audios/audio2/1-16746-A-15.wav,1,15,16746,A,0.08650716145833333,2466,-47.780014,-77.7056,-5.4126645e-05,-1.3024568e-05,2541.5526795604364,-0.4462211448552843,19.491451655204997,0.42805856,0.38957113,0.461033,0.58658224,0.62668926,0.6023685,0.58388996,0.59862286,0.51196533,0.5105094,0.4664926,0.48325235,143.5546875,6003.57666015625,0.8474444,2803.967578626788,3310.4098238542174,3763.0641991587445,-548.5565,-11.297455,0.86853635,62.513706,-0.8129727,-0.82326204,20.0938,0.8934493,-0.20665883,38.341465,0.45780167,0.013786519,9.797871,1.533113,0.050137978,0.4426803,0.9167488,-0.5079103,11.550722,0.18911524,-0.24499406,16.495289,0.014992345,-0.20540874,0.625243,0.1492382,0.12957133,5.4482465,-0.44256377,-0.1658954,-3.4947312,0.26296398,0.023257034,-0.7528155,-0.3886416,0.04180052,-2.1926017,0.19025177,0.15980215,2.2273722,0.29120278,0.08947148,-0.6838343,0.18447006,0.1572444,8.1450205,-0.016675428,0.008096344,-2.3767855,0.32846984,-0.21532743,5.7005525,-0.072342485,0.017350443,-4.75319,0.18959343,-0.1082441,5.21182,-0.13932282,0.027991807
1-17092-A-27,/home/tarcidio/analysis-ESC50/audios/audio2/1-17092-A-27.wav,1,27,17092,A,0.21994583695023148,24420,-15.380274,-15.668836,1.0360881e-05,1.2482994e-06,3288.6148316428657,2.383323735529418,-0.3926913266319899,0.77408135,0.5734211,0.44039458,0.453155,0.49219,0.5833768,0.68591833,0.55666107,0.44323412,0.58054227,0.62580055,0.6739574,135.99917763157896,6071.1171468098955,1.5206033,2500.4153376666104,2943.0633852262185,3320.1734554583722,-299.12057,-0.032185238,-0.0014191822,44.955353,-0.095889084,0.012685502,-34.844208,0.08755534,-0.0034921744,32.573704,0.07967177,-0.06946892,0.22472745,0.12847444,0.0474906,12.616381,-0.15799198,0.014178718,3.4201465,-0.07156359,0.045095734,10.404575,0.097250424,-0.010587988,-1.3857948,-0.06314324,-0.039554458,16.096292,0.01648271,0.0012429113,-7.6167545,0.050877858,0.012178599,12.711147,-0.031124966,-0.002591442,-1.3107078,-0.02173556,0.013597741,14.94302,0.010783659,-0.032349125,-2.6075099,-0.0445231,-0.00902941,5.059394,-0.0046859514,-0.0148562025,-1.0608547,-0.01124386,0.01081944,11.005434,-0.033390526,0.024303777,-7.312147,0.015413518,0.014963113,12.082244,-0.016101584,0.015143002
1-172649-A-40,/home/tarcidio/analysis-ESC50/audios/audio2/1-172649-A-40.wav,1,40,172649,A,0.31426097728587965,34851,-13.644912,-21.339968,-0.00040558729,0.0003032048,4379.624370705202,-2.37833671116802,0.3069933703552187,0.8265957,0.8094939,0.5899368,0.57209057,0.49792,0.39308223,0.3944658,0.45477223,0.57442915,0.6263724,0.58256674,0.62560105,123.046875,8228.724161783854,1.0852036,3285.558966355568,3509.919880687385,3672.9646361069604,-26.104288,-0.021953583,-0.043458443,37.70822,0.011575056,0.010214042,49.25308,-0.034100924,0.0076734247,30.48386,0.040488705,-0.010096298,4.340854,0.025146984,0.020599445,23.98997,0.020233715,-0.007585768,-14.313651,-0.0033207173,0.012685694,18.198164,-0.007321515,-0.01941,0.45567414,0.039956566,-0.0027039635,6.76121,0.008483092,0.0097954385,-4.745252,0.020485116,-0.007158878,12.936144,-0.04883502,0.016009944,-7.6118345,-0.059602004,-0.0012454534,11.530223,-0.0182193,0.03674568,-10.062954,0.023798488,0.004403009,3.422729,0.025129233,0.031721152,-10.939426,0.023130562,0.015215592,0.28247178,-0.020167978,0.01178896,-7.342997,-0.005802978,-0.015310729,7.441001,-0.023431465,-0.0096390825
1-172649-C-40,/home/tarcidio/analysis-ESC50/audios/audio2/1-172649-C-40.wav,1,40,172649,C,0.13621690538194445,15129,-13.61757,-14.662541,0.00027511912,-0.0007005592,3531.2637101502137,0.9658606099807668,-1.0929826605316548,0.7140625,0.7722161,0.78556365,0.66126037,0.5464578,0.5771744,0.5954551,0.52420276,0.56327415,0.61912864,0.6200125,0.6887313,129.19921875,8405.625406901041,1.2601442,3518.694424876326,3800.4046607089435,4050.0637123520396,-66.51568,0.09921381,-0.06132464,64.438736,-0.01500885,0.0052982722,43.14226,-0.0027837178,-0.010851926,19.088346,-0.022342457,0.013425626,16.238626,0.004977301,-0.0077577885,19.721788,0.027391998,0.024960728,-13.237097,-0.025744533,0.009589634,7.182792,0.021295248,-0.012484994,10.323075,-0.008849963,-0.00057473005,3.217471,-0.0051175687,-0.0024427618,1.0181246,0.020534456,-0.005777637,9.651684,0.035823636,-0.0013911525,-3.007101,0.019344684,-0.0081508355,5.4694347,0.017336998,0.00028361214,-3.5230036,0.03729308,0.004271865,4.7685018,-0.037240855,0.0015645855,-9.925755,0.030100778,-0.027666971,9.693856,0.047626145,-0.010740185,-10.198176,0.016746609,0.013281846,7.4304256,0.017327407,0.0015620126
1-172649-D-40,/home/tarcidio/analysis-ESC50/audios/audio2/1-172649-D-40.wav,1,40,172649,D,0.1617092556423611,17964,-16.148544,-11.732381,0.0015496181,-0.0018272586,3454.7157650820777,-0.5833137970877549,-1.0595655597614433,0.71403617,0.64410317,0.7109237,0.7520252,0.8532027,0.8305201,0.68815833,0.6569074,0.76612383,0.69924873,0.60426897,0.7056119,151.99908088235293,7759.3800862630205,1.4844383,3388.168728948576,3670.1304990122385,3927.372366458005,-60.251644,0.07580144,-0.0091373585,64.886116,0.014685357,0.021412589,26.347761,0.008549609,-0.012705305,4.5724487,0.046006177,0.00015606041,17.451714,0.014745687,0.009884103,30.3894,-0.05320875,0.0012724476,-4.818711,0.0055924985,-0.006424829,19.464542,-0.036936384,-0.023088587,-1.1086622,-0.03765771,0.009414816,11.579566,0.0065595102,-0.0071440185,1.0797955,-0.0011477692,-0.009202514,4.8688135,-0.03808154,0.0069555454,-2.8434477,0.009567513,-0.009526343,1.8410406,0.03823652,0.0031881542,-0.97632855,0.055397518,0.035693593,0.8177195,-0.0035655012,0.025236854,1.3765471,-0.058747657,0.0064203716,5.832336,-0.043087617,0.004177886,-3.145761,-0.0004922494,0.015471701,14.480739,0.005898949,0.023298182
1-17295-A-29,/home/tarcidio/analysis-ESC50/audios/audio2/1-17295-A-29.wav,1,29,17295,A,0.04334881756756757,4119,-40.516964,-54.657875,-7.813971e-06,0.00031094058,1428.0678369317934,6.8674853064813295,5.32759361907194,0.4741561,0.39909405,0.4095345,0.47005385,0.5579151,0.62608945,0.6483044,0.594019,0.5174202,0.46599427,0.5214337,0.51679116,172.265625,3090.3056376689187,2.185417,2029.8957480692104,2714.1908259970305,3328.0553959417634,-323.85303,-0.78500694,-0.7080234,127.18134,-0.3019409,-0.24899974,29.08212,-0.07334368,0.005751445,31.597994,-0.25525808,-0.00874962,-4.4465003,-0.027205333,0.062027596,-6.371496,0.18355685,-0.06805842,-7.8682737,0.052766625,-0.023159288,13.095837,-0.18838812,-0.060769822,5.207021,-0.10330604,-0.034361925,6.1445966,-0.08993004,-0.016605996,0.42222455,0.057194505,-0.033440366,9.214198,0.0033642382,-0.061874874,0.06612623,0.10054104,-0.0217167,-1.8794273,0.033625808,-0.0016223353,1.4419478,-0.04111856,-0.018545501,3.4292347,0.027299479,-0.016890148,1.184416,-0.035160646,0.015497008,6.779206,-0.059185714,-0.0061986563,7.2553086,-0.02614559,-0.0037987374,5.4509654,0.0163362,-0.014329861
1-17367-A-10,/home/tarcidio/analysis-ESC50/audios/audio2/1-17367-A-10.wav,1,10,17367,A,0.26094789858217593,28948,-46.42988,-45.262573,1.0471316e-05,1.1025626e-05,3227.890587932108,2.182937077079134,-0.6281320307490746,0.7698086,0.8458649,0.8450603,0.7089347,0.6001088,0.49413377,0.4650415,0.513012,0.51165134,0.47486693,0.5591222,0.65997326,117.45383522727273,5710.5356852213545,0.9181531,2021.3330567731389,2291.4162585964573,2518.317497136345,-86.31865,0.020938842,-0.020392504,74.9342,-0.17915395,-0.067087084,-101.116005,-0.048564807,0.064711764,65.9057,-0.17380612,-0.08329953,-41.232544,0.009913351,0.08368663,59.74925,-0.07366653,-0.07117845,-40.022823,0.029993335,0.07048636,45.757908,-0.077926196,-0.046875432,-21.752077,-0.004507237,0.0633344,23.56449,-0.0839126,-0.024984442,-15.885968,0.027923072,0.045079168,16.445377,-0.0044784634,-0.028522523,-2.642337,0.0034192866,-0.011307466,-1.2313874,-0.016244795,-0.004329888,4.4408193,-0.02331276,-0.0019511735,-3.4372106,-0.0072007733,0.011990154,6.3164783,0.0019092483,0.0031539267,-11.424469,0.033773012,0.0019985538,9.744227,-0.009972802,-0.04753482,-13.538271,0.03559059,0.0026100543
1-17742-A-12,/home/tarcidio/analysis-ESC50/audios/audio2/1-17742-A-12.wav,1,12,17742,A,0.29798945674189814,33084,-39.755753,-68.53668,4.954925e-07,-4.3181926e-06,4596.525488117964,10.50992794495091,3.000313887378279,0.6918362,0.6716508,0.63233733,0.6458012,0.6938184,0.66675144,0.5768384,0.6085835,0.5918981,0.61926186,0.69599235,0.71926004,86.1328125,8243.428548177084,1.4003309,3032.0187557672934,3318.729559977075,3536.7836162404597,-346.1205,0.17386672,-0.06045428,27.173355,-0.2335904,-0.055374093,16.211546,0.11392964,0.054141924,24.572859,-0.0509232,-0.042337935,-1.9278328,0.008642665,0.0021957026,15.377698,-0.026286116,0.007982559,-4.2816033,0.014774651,0.027658943,9.149751,0.0067443373,0.015533652,-9.24452,-0.014444884,-0.022494864,7.176377,-0.019354723,0.0014768364,-7.5416303,-0.0045139072,-0.013751376,7.869776,-0.015018544,-0.02903482,-6.6995296,0.008016583,-0.029108016,6.805785,-0.028052337,-0.015568531,-9.111336,0.0030289623,-0.0028761316,5.8027954,0.0096736,0.032067228,-6.464013,0.010446948,-0.0035490647,5.4279065,-0.029399678,-0.005940813,-7.761268,-0.04667534,-0.003001861,4.7775273,0.003980163,-0.0047130664
1-17808-A-12,/home/tarcidio/analysis-ESC50/audios/audio2/1-17808-A-12.wav,1,12,17808,A,0.025368019386574073,2824,-19.597258,-18.654646,3.946363e-05,9.491326e-05,1657.5208057119378,-0.46881703858962576,1.1217872614249347,0.68661314,0.66446376,0.6951186,0.719951,0.73109204,0.7428688,0.7598747,0.81214327,0.81715304,0.82200825,0.7338081,0.6769244,103.359375,4337.4949137369795,1.2927896,2527.1124033717942,3175.0619003575807,3756.1518439393935,-298.83868,0.103154145,0.028802076,78.720795,0.06637701,-0.037120774,9.853307,0.024533639,0.046828724,36.632603,-0.01978619,0.016074292,14.550417,0.007430779,0.026658295,23.609009,0.028026853,-0.0057139928,7.731098,0.037392024,-0.025061788,21.038637,-0.018732216,-0.0046163267,14.189986,0.060625978,-0.007965948,15.356525,0.0017821976,0.008651712,1.0468913,-0.004798802,0.014125291,14.912261,-0.03194793,-0.022698808,7.199343,-0.0065387366,-0.014859629,16.381758,0.009242921,-0.015245299,3.5529509,-0.02938164,0.026326453,13.292475,-0.0033497005,0.031817608,2.247793,0.013019739,0.01493945,9.588804,-0.025998829,-0.018026868,-4.142431,-0.029615417,0.032300815,2.6234486,-0.02542222,-0.0029093865
1-17970-A-4,/home/tarcidio/analysis-ESC50/audios/audio2/1-17970-A-4.wav,1,4,17970,A,0.12428114149305555,13804,-76.12446,-79.99831,1.0140488e-06,2.4831921e-05,1744.8840608845144,0.010730101862820775,0.3667236049142596,0.40344578,0.45117113,0.35959116,0.27065945,0.25810578,0.3240504,0.45907143,0.49954578,0.52457505,0.4759895,0.49324748,0.4397384,117.45383522727273,2537.678019205729,1.2132242,1300.2221158765356,1821.5402855049351,2363.3318960266333,-184.33783,0.2718484,-0.0072988844,129.21156,0.02560511,-0.03688429,-84.716805,-0.04663579,0.039845347,17.630068,-0.041268595,-0.00935243,10.831706,-0.052329585,0.015120442,-0.37853453,-0.01759288,-0.05260492,-37.035046,-0.0028997129,-0.023787467,-41.13522,-0.050474748,-0.00799206,-5.2215576,0.013057638,0.00032774112,-11.194413,-0.024812816,-0.00018596208,1.7101915,-0.022091005,-0.018290106,6.969398,-0.0025988994,0.0022196572,-10.543672,-0.031906597,-0.027713189,-2.409698,0.05798598,-0.0044899085,-3.5287144,-0.0063980245,0.008161319,-2.7542796,-0.028612684,-0.020246921,1.0369438,0.047538623,0.019103112,-0.37820965,-0.037433244,0.015751971,-8.235398,-0.073767394,0.021081861,-5.3576794,-0.026567498,0.04121134
